pokemon_id,name,rarity,ability_id,type_id_1,type_id_2,weight,height,hp,attack,defense,sp_attack,sp_defense,speed,description
665,spewpa,10,61,7,-1,84,3,45,22,60,27,30,29,"The beaks of bird Pokemon can't begin to scratch its stalwart body.  To defend itself, it spews powder."
666,vivillon,10,19,7,3,170,12,80,52,50,90,50,89,The patterns on this Pokemon's wings depend on the climate and topography of its habitat. It scatters colorful scales.
667,litleo,10,79,10,1,135,6,62,50,58,73,54,72,They set off on their own from their pride and live by themselves to become stronger.  These hot-blooded Pokemon are quick to fight.
668,pyroar,10,79,10,1,815,15,86,68,72,109,66,106,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger.  The females protect the pride's cubs."
669,flabebe,9,166,18,-1,1,1,44,38,39,61,79,42,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind's embrace with an untroubled heart."
670,floette,10,166,18,-1,9,2,54,45,47,75,98,52,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance."
671,florges,10,166,18,-1,100,11,78,65,68,112,154,75,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains."
672,skiddo,9,157,12,-1,310,9,66,65,48,62,57,52,"If it has sunshine and water, it doesn't need to eat, because it can generate energy from the leaves on its back."
673,gogoat,10,157,12,-1,910,17,123,100,62,97,81,68,They inhabit mountainous regions.  The leader of the herd is decided by a battle of clashing horns.
674,pancham,10,89,2,-1,80,6,67,82,62,46,48,43,"It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head."
675,pangoro,10,89,2,17,1360,21,95,124,78,69,71,58,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take.  Its arms are mighty enough to snap a telephone pole."
676,furfrou,10,169,1,-1,280,12,75,80,60,65,90,102,"Historically, in the Kalos region, these Pokemon were the designated guardians of the king."
677,espurr,10,51,14,-1,35,3,62,48,54,63,60,68,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power."
678,meowstic-male,10,51,14,-1,85,6,74,48,76,83,81,104,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
679,honedge,10,99,9,8,20,8,45,80,100,35,37,28,"If anyone dares to grab its hilt, it wraps a blue cloth around that person's arm and drains that person's life energy completely."
680,doublade,10,99,9,8,45,8,59,110,150,45,49,35,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay."
681,aegislash-shield,10,176,9,8,530,17,60,50,150,50,150,60,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king."
682,spritzee,8,131,18,-1,5,2,78,52,60,63,65,23,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
683,aromatisse,8,131,18,-1,155,8,101,72,72,99,89,29,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it."
684,swirlix,10,175,18,-1,35,4,62,48,66,59,57,49,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."
685,slurpuff,10,175,18,-1,50,8,82,80,86,85,75,72,"Its sense of smell is 100 million times better than a human's, so even the faintest scent tells it about everything in the area. It's like it can see with its nose!"
686,inkay,10,126,17,14,35,4,53,54,53,37,46,45,"It flashes the light-emitting spots on its body, which drains its opponent's will to fight.  It takes the opportunity to scuttle away and hide."
687,malamar,10,126,17,14,470,15,86,92,88,68,75,73,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."
688,binacle,10,181,6,11,310,5,42,52,67,39,56,50,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."
689,barbaracle,10,181,6,11,960,13,72,105,115,54,86,68,"Barbaracle's legs and hands have minds of their own, and they will move independently.  But they usually follow the head's orders."
690,skrelp,9,38,4,11,73,5,50,60,60,60,60,30,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
691,dragalge,10,38,4,16,815,18,65,75,90,97,123,44,"Tales are told of ships that wander into seas where Dragalge live, never to return."
692,clauncher,9,178,11,-1,83,5,50,53,62,58,63,44,"Through controlled explosions of internal gas, it can expel water like a pistol shot.  At close distances, it can shatter rock."
693,clawitzer,10,178,11,-1,353,13,71,73,88,120,89,59,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."
694,helioptile,9,87,13,1,60,5,44,38,33,61,43,70,The frills on either side of its head have cells that generate electricity when exposed to sunlight.
695,heliolisk,10,87,13,1,210,10,62,55,52,109,94,109,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds."
696,tyrunt,10,173,6,16,260,8,58,89,77,45,45,48,Its immense jaws have enough destructive force that it can chew up an automobile.  It lived 100 million years ago.
697,tyrantrum,10,173,6,16,2700,25,82,121,119,69,59,71,"Nothing could stop this Pokemon 100 million years ago, so it behaved like a king."
698,amaura,10,174,6,15,252,13,77,59,50,67,63,46,This calm Pokemon lived in a cold land where there were no violent predators like Tyrantrum.
699,aurorus,10,174,6,15,2250,27,123,77,72,99,92,58,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack."
700,sylveon,9,56,18,-1,235,10,95,65,65,110,130,60,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.
701,hawlucha,10,7,2,3,215,8,78,92,75,74,63,118,"With its wings, it controls its position in the air.  It likes to attack from above, a maneuver that is difficult to defend against."
702,dedenne,9,167,13,18,22,2,67,58,57,81,67,101,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers."
703,carbink,9,29,6,18,57,3,50,50,150,50,150,50,It has slept underground for hundreds of millions of years since its birth. It's occasionally found during the excavation of caves.
704,goomy,9,157,16,-1,28,3,45,50,35,55,75,40,It's covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.
705,sliggoo,10,157,16,-1,175,8,68,75,53,83,113,60,"Its four horns are a high-performance radar system.  It uses them to sense sounds and smells, rather than using ears or a nose."
706,goodra,10,157,16,-1,1505,20,90,100,70,110,150,80,It attacks with retractable horns.  It throws a punch that's the equivalent of the force of a hundred pro boxers.
707,klefki,9,158,9,18,30,2,57,80,91,80,87,75,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime."
708,phantump,10,30,8,12,70,4,43,70,48,50,60,38,"According to old tales, these Pokemon are stumps possessed by the spirits of children who died while lost in the forest."
709,trevenant,10,30,8,12,710,15,85,110,76,65,82,56,"Using its roots as a nervous system, it controls the trees in the forest.  It's kind to the Pokemon that reside in its body."
710,pumpkaboo-average,10,53,8,12,50,4,49,66,70,44,55,51,It is said to carry wandering spirits to the place where they belong so they can move on.
711,gourgeist-average,10,53,8,12,125,9,65,90,122,58,75,84,It enwraps its prey in its hairlike arms.  It sings joyfully as it observes the suffering of its prey.
712,bergmite,10,20,15,-1,995,10,55,69,85,32,35,28,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains."
713,avalugg,10,20,15,-1,5050,20,95,117,184,44,46,28,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.
714,noibat,9,119,3,16,80,5,40,30,35,45,40,55,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves."
715,noivern,10,119,3,16,850,15,85,70,80,97,80,123,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles.  It swoops out of the dark to attack.
716,xerneas,10,187,18,-1,2150,30,126,131,95,131,98,99,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life."
717,yveltal,10,186,17,3,2030,58,126,131,95,131,98,99,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
718,zygarde,10,188,16,5,3050,50,108,100,121,81,95,95,It's hypothesized that it's monitoring those who destroy the ecosystem from deep in the cave where it lives.
719,diancie,10,29,6,18,88,7,50,100,150,100,150,50,It can instantly create many diamonds by compressing the carbon in the air between its hands.
720,hoopa,10,170,14,8,90,5,80,110,60,150,130,70,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form."
721,volcanion,10,11,10,11,1950,17,80,110,120,130,90,70,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
722,rowlet,-1,65,12,3,15,3,68,55,55,50,50,42,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks."
723,dartrix,-1,65,12,3,160,7,78,75,75,70,70,52,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.
724,decidueye,-1,65,12,8,366,16,78,107,75,100,100,70,"Although basically cool and cautious, when it's caught by surprise, it's seized by panic."
725,litten,-1,66,10,-1,43,4,45,65,40,60,40,70,It doesn't allow its emotions to be easily seen.  Earning its trust takes time. It prefers solitude.
726,torracat,-1,66,10,-1,250,7,65,85,50,80,50,90,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over."
727,incineroar,-1,66,10,17,830,18,95,115,90,80,90,60,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel."
728,popplio,-1,67,11,-1,75,4,50,54,54,66,56,40,This Pokemon can control water bubbles. It practices diligently so it can learn to make big bubbles.
729,brionne,-1,67,11,-1,175,6,60,69,69,91,81,50,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help."
730,primarina,-1,67,11,18,440,18,80,74,74,126,116,60,Its singing voice is its chief weapon in battle.  This Pokemon's Trainer must prioritize the daily maintenance of its throat at all costs.
731,pikipek,-1,51,1,3,12,3,35,75,30,30,30,65,"This Pokemon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth."
732,trumbeak,-1,51,1,3,148,6,55,85,50,40,50,75,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors."
733,toucannon,-1,51,1,3,260,11,80,120,75,75,75,60,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders."
734,yungoos,-1,198,1,-1,60,4,48,70,30,30,30,45,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot."
735,gumshoos,-1,198,1,-1,142,7,88,110,60,55,60,45,"It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them.  This Pokemon boasts incredible patience."
736,grubbin,-1,68,7,-1,44,4,47,62,45,55,45,46,They often gather near places frequented by electric Pokemon in order to avoid being attacked by bird Pokemon.
737,charjabug,-1,217,7,13,105,5,57,82,95,55,75,36,"From the food it digests, it generates electricity, and it stores this energy in its electric sac."
738,vikavolt,-1,26,7,13,450,15,77,70,90,145,75,43,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokemon with shocking beams of electrical energy.
739,crabrawler,-1,52,2,-1,70,6,47,82,57,42,47,63,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
740,crabominable,-1,52,2,15,1800,17,97,132,77,62,67,43,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets."
741,oricorio-baile,-1,216,10,3,34,6,75,70,70,98,70,93,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.
742,cutiefly,-1,118,7,18,2,1,40,45,40,55,40,84,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.
743,ribombee,-1,118,7,18,5,2,60,55,60,95,70,124,Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements.
744,rockruff,-1,51,6,-1,92,5,45,65,40,30,40,60,This Pokemon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side.
745,lycanroc-midday,-1,51,6,-1,250,8,75,115,65,55,65,112,"When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer."
746,wishiwashi-solo,-1,208,11,-1,3,2,45,20,20,25,25,40,"It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson."
747,mareanie,-1,196,4,11,80,4,50,53,62,43,52,45,It's found crawling on beaches and seafloors.  The coral that grows on Corsola's head is as good as a five-star banquet to this Pokemon.
748,toxapex,-1,196,4,11,145,7,50,63,152,53,142,35,"Those attacked by Toxapex's poison will suffer intense pain for three days and three nights.  Post-recovery, there will be some aftereffects."
749,mudbray,-1,20,5,-1,1100,10,70,100,70,45,55,45,"It has a stubborn, individualistic disposition.  Eating dirt, making mud, and playing in the mire all form part of its daily routine."
750,mudsdale,-1,20,5,-1,9200,25,100,125,100,55,85,35,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat."
751,dewpider,-1,199,11,7,40,3,38,40,52,40,72,27,"When it comes across enemies or potential prey, this Pokemon smashes its water-bubble-covered head into them."
752,araquanid,-1,199,11,7,820,18,68,70,92,50,132,42,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokemon, it protectively brings them into its water bubble."
753,fomantis,-1,102,12,-1,15,3,40,55,35,50,35,35,They give off a sweet and refreshing scent.  Cutiefly often gather near the tall grass where Fomantis are hiding.
754,lurantis,-1,102,12,-1,185,9,70,105,90,80,90,45,It fires beams from its sickle-shaped petals.  These beams are powerful enough to cleave through thick metal plates.
755,morelull,-1,35,12,18,15,2,40,35,55,65,75,15,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree."
756,shiinotic,-1,35,12,18,115,10,60,45,80,90,100,30,"It emits flickering spores that cause drowsiness.  When its prey succumb to sleep, this Pokemon feeds on them by sucking in their energy."
757,salandit,-1,212,4,10,48,6,48,44,40,71,40,77,"Volcanoes or dry, craggy places are its home.  It emanates a sweet-smelling poisonous gas that attracts bug Pokemon, then attacks them."
758,salazzle,-1,212,4,10,222,12,68,64,60,111,60,117,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes."
759,stufful,-1,218,1,2,68,5,70,75,50,45,50,50,A touch from anyone except a known friend sends it into a surging frenzy. It's an incredibly dangerous Pokemon.
760,bewear,-1,218,1,2,1350,21,120,125,80,55,60,60,This Pokemon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
761,bounsweet,-1,102,12,-1,32,3,42,30,38,30,38,32,"Although it's too sugary for human consumption, Bounsweet's sweat can be watered down into a juice with just the right amount of sweetness."
762,steenee,-1,102,12,-1,82,7,52,40,48,40,48,62,This Pokemon is always bouncing around energetically. Other Pokemon are attracted by its lively appearance and pleasant aroma.
763,tsareena,-1,102,12,-1,214,12,72,120,98,50,98,72,"A Pokemon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons."
764,comfey,-1,166,18,-1,3,1,51,52,90,82,110,100,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokemon is a hit with many people."
765,oranguru,-1,39,1,14,760,15,90,60,80,90,110,60,"Deep in the jungle, high in the lofty canopy, this Pokemon abides. On rare occasions, it shows up at the beach to match wits with Slowking."
766,passimian,-1,222,2,-1,828,20,100,120,90,40,60,80,"They battle with hard berries for weapons.  Their techniques are passed from the boss to the group, generation upon generation."
767,wimpod,-1,193,7,11,120,5,25,35,40,20,30,80,"Its habitat varies from beaches to seabeds.  A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten."
768,golisopod,-1,194,7,11,1080,20,75,125,140,60,90,40,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea."
769,sandygast,-1,195,8,5,700,5,55,55,80,70,45,15,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
770,palossand,-1,195,8,5,2500,13,85,75,110,100,75,35,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.
771,pyukumuku,-1,215,11,-1,12,3,55,60,130,30,130,5,These Pokemon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!
772,type-null,-1,4,1,-1,1205,19,95,95,95,95,95,59,"Due to the danger that this synthetic Pokemon may go on a rampage, it wears a control mask to restrain its power."
773,silvally,-1,225,1,-1,1005,23,95,95,95,95,95,95,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known."
774,minior-red-meteor,-1,197,6,3,400,3,60,60,100,60,100,60,Strong impacts can knock it out of its shell. This Pokemon was born from mutated nanoparticles.
775,komala,-1,213,1,-1,199,4,65,115,65,75,95,65,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.
776,turtonator,-1,75,10,16,2120,20,60,78,135,91,85,36,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
777,togedemaru,-1,160,13,9,33,3,65,98,63,40,73,96,The long hairs on its back act as lightning rods.  The bolts of lightning it attracts are stored as energy in its electric sac.
778,mimikyu-disguised,-1,209,8,18,7,2,55,90,80,50,105,96,"A lonely Pokemon, it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokemon."
779,bruxish,-1,219,11,14,190,9,68,105,70,70,70,92,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth.  Even Shellder's shell is no match for it.
780,drampa,-1,201,1,16,1850,30,78,60,85,135,91,36,This Pokemon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.
781,dhelmise,-1,200,8,12,2100,39,70,131,100,86,90,40,The soul of seaweed adrift in the waves became reborn as this Pokemon. It maintains itself with new infusions of seabed detritus and seaweed.
782,jangmo-o,-1,171,16,-1,297,6,45,55,65,45,45,45,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.
783,hakamo-o,-1,171,16,2,470,12,55,75,90,65,70,65,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they're regrown.
784,kommo-o,-1,171,16,2,782,16,75,110,125,100,105,85,"Its rigid scales function as offense and defense.  In the past, its scales were processed and used to make weapons and other commodities."
785,tapu-koko,-1,226,13,18,205,18,70,115,85,95,75,130,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.
786,tapu-lele,-1,227,14,18,186,12,70,85,75,130,115,95,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot."
787,tapu-bulu,-1,229,12,18,455,19,70,130,115,85,95,75,The guardian deity of Ula'ula is a lazy Pokemon.  It commands plants to immobilize its foes and then deals them a savage blow with its horns.
788,tapu-fini,-1,228,11,18,212,13,70,75,115,95,130,85,"The guardian deity of Poni, it can control water.  People say it can create pure water that will wash away any uncleanness."
789,cosmog,-1,109,14,-1,1,2,43,29,31,29,31,37,"In ages past, it was called the child of the stars.  It's said to be a Pokemon from another world, but no specific details are known."
790,cosmoem,-1,5,14,-1,9999,1,43,29,131,29,131,37,There's something accumulating around the black core within its hard shell. People think this Pokemon may come from another world.
791,solgaleo,-1,230,14,9,2300,34,137,137,107,113,89,97,"This Pokemon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world."
792,lunala,-1,231,14,8,1200,40,137,113,89,137,107,97,"Said to live in another world, this Pokemon devours light, drawing the moonless dark veil of night over the brightness of day."
793,nihilego,-1,224,6,4,555,12,109,53,47,127,131,103,"One of the Ultra Beasts. It's unclear whether or not this Pokemon is sentient, but sometimes it can be observed behaving like a young girl."
794,buzzwole,-1,224,7,2,3336,24,107,139,139,53,53,79,A mysterious life-form called an Ultra Beast.  Witnesses saw it pulverize a dump truck with a single punch.
795,pheromosa,-1,224,7,2,250,18,71,137,37,137,37,151,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world."
796,xurkitree,-1,224,13,-1,1000,38,83,89,71,173,71,83,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity."
797,celesteela,-1,224,9,3,9999,92,97,101,103,107,101,61,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.
798,kartana,-1,224,12,9,1,3,59,181,131,59,31,109,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade."
799,guzzlord,-1,224,17,16,8880,55,223,101,53,97,53,43,"A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found."
800,necrozma,-1,232,14,-1,2300,24,97,107,101,127,89,79,Light is apparently the source of its energy.  It has an extraordinarily vicious disposition and is constantly firing off laser beams.
801,magearna,-1,220,9,18,805,10,80,95,115,130,115,65,"Its mechanized body is merely a vessel. Its true self is its Soul-Heart, an artificial soul."
802,marshadow,-1,101,2,8,222,7,90,125,80,90,90,125,"It lurks in the shadows of others, copying their movements and powers. This Pokemon is craven and cowering."
